pca1,ica1,svd1,pca2,ica2,svd2,pca3,ica3,svd3,pca4,ica4,svd4,pca5,ica5,svd5,pca6,ica6,svd6,pca7,ica7,svd7,pca8,ica8,svd8,pca9,ica9,svd9,pca10,ica10,svd10
2.09008772252,-0.0266486571864,42.4247161149,-13.290480337,0.0112684301781,4.87168843986,-5.54930320707,0.0147647219864,-16.035069163,-10.7304950107,-0.0117734775541,-5.94527910265,-1.98904973215,-0.000948716391548,-1.29892954003,-2.68007172774,-0.00115092065224,-0.707989428998,-0.0480068504472,0.0351938360464,-3.20326305185,2.80333024146,0.0017542472053,3.57069543925,1.22270463941,0.00691524189375,0.387431098454,-0.977392956123,0.0298767594043,0.192940175306
-9.25697618429,-0.0228976415223,19.573051043,-8.24331652561,-0.00466407253837,-11.0450199145,6.02328641989,-0.0159297595102,-2.80578804523,16.6855098348,0.00480088911874,6.54447854708,8.86660874988,0.00399782029667,-1.0087461604,1.74295129186,-0.0166112937375,2.93231852612,-1.59793757572,-0.00918902759242,2.49269320994,1.45633790734,-0.0397631967869,-1.42950033288,-1.33993777179,0.0132940505852,2.05378859659,0.343682642769,-0.0324774317865,2.11140432795
-29.3214650553,-0.015667763101,4.54406169409,-1.60550655842,0.00916272436143,3.07945567289,0.363105939492,0.00999394265617,1.72254502604,15.2305088906,-0.0185205505473,0.817210447908,5.23076596992,0.0461310999144,2.9360006735,-1.32106406586,0.00212026208618,5.76295192618,0.92655222505,-0.0089133814157,1.09186765963,3.47450340465,-0.0387717426628,2.25251106743,-0.782498081635,0.0214232364197,2.49474460324,2.89382524132,-0.0330149462671,-0.442487622208
-26.15420771,0.0311088371138,10.0489316369,18.2469718926,-0.00210397904368,9.24477793084,3.60373879853,0.00668311020928,19.7165086855,11.4103951096,0.0113507471529,4.00868414107,8.17631421822,0.0464928686695,-2.63370892435,2.77847784699,-0.0174025885497,1.04186259836,-1.29916319982,-0.0140088040033,2.77275303502,2.04439561743,-0.0351894640761,1.03125728563,0.481389512391,0.0196025403015,0.713427739085,2.82445886266,-0.0322373200176,-0.05790758701
-25.4350062035,0.0213809925261,12.9346059157,14.0932744165,0.0169111432106,10.4692454519,1.0596448785,0.0139792938817,15.3401920139,12.9126466787,0.0189304704806,1.46131134368,-5.55669236211,0.0381141272814,11.0660983611,2.90485822502,0.0207478284813,1.8351269744,2.85420916426,-0.0140663816639,4.50087051112,0.864440427419,0.00668177434303,2.50155732664,1.86405061424,0.0252339095278,-1.20753683621,2.11555521621,-0.036561611662,-1.5779727358
-13.0265717655,-0.0129356690606,20.4898392419,-2.85018218187,-0.0230312949298,-2.51180033474,-6.8883821336,0.0120683542146,0.438016996078,12.4917568122,-0.0127228265307,-6.50796052588,3.2919556522,0.0195065921128,3.21341047603,-3.32113204842,0.0365798423877,8.0406107104,3.67768228734,-0.00253126421486,0.904215198911,-1.36601354619,-0.00171834905915,-0.114643230159,0.877011132464,-0.00449083546157,-1.49973523898,1.3098175155,-0.0304268078761,-0.453629389321
-14.434285852,-0.00899756927205,28.8755893058,-7.64258482622,-0.00959953619512,14.7366398805,-5.1505927964,0.0198954540976,-11.5753141489,-11.0015573342,0.027314785687,-5.55847770231,1.86610003929,-0.00437632211584,-3.76830484997,1.89395646358,0.0368589226935,1.78143784916,4.07011895379,0.00158207107159,3.93639771247,-1.42088984607,-0.000371965320946,0.556089372965,1.54760614284,-0.00400852490954,-2.12305196628,-0.8088010116,0.0265815350092,-0.496435646052
-0.25456599865,0.000942336431211,41.7374698692,-1.898183466,0.0107097566873,9.84412761917,-5.49916110756,0.00373940663454,-5.6519584917,-12.1704978947,0.0178210880342,-5.90268676631,1.27323072506,0.00490507163057,-5.1685828908,3.25929248103,-0.000441450127507,-2.88012530332,0.316090018573,-0.00594025767617,2.33395922342,-0.014699968423,-0.00837550687626,-0.349705913744,-0.923569957448,-0.0197934188527,0.771199529779,0.369138183379,0.0280908518328,-0.000939379090877
18.2150097859,0.0187707364902,58.7559616233,3.64336842677,0.0268500805195,2.88739960714,6.25065329808,-0.0209514893908,0.436659503944,-11.5220070896,0.00924214952361,5.89880616903,-2.04028559144,-0.00981734370535,-3.42596171634,3.47775245153,0.0044537213736,-4.31461215646,1.29943519677,-0.00700476628405,2.22798103192,0.491985684174,-0.00525875493004,0.83509072816,-1.59482221795,-0.0077131256348,1.51868286343,0.00169094132031,0.027616274713,-1.52518612973
14.9172432536,0.0222429199763,54.6434904453,6.55515052326,-0.0231542868851,3.80129372176,1.54191414279,-0.0128740851021,3.27307964929,-12.837166714,-0.0103812923437,1.17937962459,6.35310655739,0.0177574936761,-11.7456294768,-1.41722016811,-0.0359991666776,-3.67058192738,-4.70882693854,0.0107506735988,-4.33307012951,-0.0750512819837,-0.00201228959529,-1.0718529981,0.716848065041,-0.00918070910496,-0.54844306803,1.50634960147,0.0301483695157,1.48728303655
8.40721238276,-0.00799744595703,47.3345842722,-9.69512367637,-0.0170810205784,1.37832719765,-5.16615547132,-0.00331576853347,-11.8623298244,-10.3119352509,0.0288045441302,-5.5140520026,4.4067578455,-0.00354556982667,-7.2704199824,2.22706519885,0.0339187775929,0.481310167761,3.4346919752,0.0133566720645,3.54664802058,-1.89094250537,0.00159754377473,0.418687986162,1.94570320375,-0.0156056971409,-2.71568392662,-0.422499334861,0.026828276307,-0.717079517846
