pca1,ica1,svd1,pca2,ica2,svd2,pca3,ica3,svd3,pca4,ica4,svd4,pca5,ica5,svd5,pca6,ica6,svd6,pca7,ica7,svd7,pca8,ica8,svd8,pca9,ica9,svd9,pca10,ica10,svd10,pca11,ica11,svd11,pca12,ica12,svd12,pca13,ica13,svd13,pca14,ica14,svd14,pca15,ica15,svd15,pca16,ica16,svd16,pca17,ica17,svd17,pca18,ica18,svd18,pca19,ica19,svd19,pca20,ica20,svd20
2.09008772252,0.00172679372256,42.4247161149,-13.290480337,-0.000497663040613,4.87168843986,-5.54930320707,0.0047726685697,-16.035069163,-10.7304950107,0.00700177390017,-5.94527910264,-1.98904973215,-0.00699917389316,-1.29892954001,-2.68007172676,-0.00324775300489,-0.707989017649,-0.0480068529509,-0.0278236740255,-3.20326328303,2.80333054698,0.02702710764,3.570681359,1.2227048213,0.00344690181335,0.387405330889,-0.977391166492,-0.00663402503301,0.192788958349,0.409269771976,0.000576080204048,1.12464047945,-0.462647426118,-0.0140958125715,-0.825288861876,-0.641985777038,0.00357946146828,-0.703027957487,0.617781976573,0.0311159116627,0.0345345229896,-0.802984720718,0.00975980956241,0.434022579462,-1.36388071347,0.0152791639341,0.16215186132,0.863767473386,-0.00610049414661,-1.33894478922,-0.261767181395,0.014311011947,0.888870739642,-0.126369086945,0.0356287647384,-0.061789861815,0.451219542014,0.027385455515,-0.127390820703
-9.25697618429,-0.00222968055013,19.573051043,-8.24331652561,0.0179711548946,-11.0450199145,6.02328641989,0.0037232696805,-2.80578804522,16.6855098348,0.00133397290497,6.54447854707,8.86660874988,-0.0227923481938,-1.00874616038,1.74295129268,0.0358275409322,2.93231803488,-1.59793757207,0.00871203173783,2.49269342894,1.45633845884,0.0256840571575,-1.42951157619,-1.33994242409,-0.0195604815171,2.05386928109,0.343725256458,0.0109682995218,2.11153400013,-0.21582833971,-0.0342519768792,-0.529257097311,-0.233086771295,0.0129551702978,0.801018013271,-0.834373837072,0.00295355055175,-0.0923588378181,-0.234237793006,-0.0319891874737,-0.781431636665,-0.520735404257,0.00121762750408,0.278913367055,0.957756381967,-0.0170084818935,0.852806656125,0.379130473833,-0.00536222392078,0.882994385687,0.618559637118,-0.0232126106316,0.23975061438,-1.52780816769,0.00661189963236,0.636219764701,-0.133634391698,-0.000223868437468,-1.54552269104
-29.3214650553,-0.00794452994525,4.54406169409,-1.60550655842,-0.0120632839132,3.07945567289,0.363105939492,0.0673286118798,1.72254502604,15.2305088906,0.00492342601722,0.817210447913,5.23076596992,-0.000421922332948,2.93600067357,-1.32106406298,-0.00611664379358,5.76295230307,0.926552222822,0.0125288606895,1.0918670255,3.47450449899,0.0107629732441,2.25245139953,-0.782501185617,0.00136213679314,2.49462658602,2.89386787833,0.0271833777157,-0.442771280146,3.8015129154,-0.0399650139741,-1.61409843522,1.58715985349,-0.0238934601862,3.84893948339,0.0980398405891,-0.0287129724933,2.22184437319,0.00467387337802,-0.0342606564612,0.007850835222,-0.60260594143,-0.000331529266888,0.111933460273,0.36486053563,0.00328882258315,1.37904106135,-0.195989972199,0.0038891873006,0.207379725183,-0.322956538588,0.0202440495122,-0.0253788247808,0.962455040928,0.00142131983575,-0.210498622265,0.509964559331,0.00165731092461,0.986698985831
-26.15420771,-0.00788153523769,10.0489316369,18.2469718926,-0.0120912454758,9.24477793084,3.60373879853,0.0725133400666,19.7165086855,11.4103951096,0.0135060694666,4.00868414106,8.17631421822,-0.0138869892388,-2.63370892406,2.77847784885,0.0102907750438,1.04186244603,-1.29916320511,-0.0042679820113,2.77275205652,2.0443962895,-0.0282475884316,1.03121345567,0.481387144411,-0.0192775609003,0.713407838295,2.82448160193,0.0149296191337,-0.0579570633895,3.95166648105,-0.0341847850686,-1.53689678928,0.689961287566,-0.015749227293,4.36242610156,-0.567918264018,0.00091693844366,1.40952651814,-0.93455994393,-0.031698118141,-1.13213849749,-0.274550352369,-0.0112248235749,-0.0938286715697,0.641645071709,-0.0106861502275,1.02564367176,0.880456486848,0.00909814798343,0.531618093957,0.0440998108462,-0.0217650478686,0.868838597943,0.0488809327515,-0.00646445286811,0.200611181338,-0.309005075422,-0.00578013733523,0.0500173144744
-25.4350062035,0.00340660008411,12.9346059157,14.0932744165,0.00269449604534,10.4692454519,1.0596448785,0.08164150286,15.3401920139,12.9126466787,-0.00618338943979,1.46131134368,-5.55669236211,-0.0102250493516,11.0660983612,2.9048582256,-0.000519989537012,1.83512696047,2.85420916132,-0.00498965099587,4.50087012898,0.864440582523,-0.0234761632837,2.50154233371,1.86405153803,0.0216892560552,-1.20756173956,2.11554979369,0.00541424621511,-1.57801945465,3.98314503285,0.00679796410789,-0.749111121424,0.451349093451,0.000670043079416,3.50357257861,-0.56309088984,-4.27519112479e-05,0.996635497132,-1.22400672832,-0.0359776306648,-1.24926806125,-0.742874391456,0.00398298374797,-0.516722356887,-0.310619395965,-0.0025804016576,1.33017474703,-0.357328755949,0.00458263376281,-0.476238539051,0.0848177560022,-0.00153820169492,-0.240423894039,0.0208723139221,-0.00708442960801,0.14379922131,0.067292955317,-0.00128818170442,0.0315880711025
-13.0265717655,-0.00307568641265,20.4898392419,-2.85018218187,0.00894159443776,-2.51180033474,-6.8883821336,0.00166134634968,0.438016996079,12.4917568122,0.00230488298424,-6.50796052589,3.2919556522,0.021245160656,3.21341047589,-3.32113204881,-0.00179391751816,8.04061053956,3.67768230838,-0.00635239280291,0.904215166311,-1.36601344993,0.0124150017892,-0.114609718759,0.877008878113,0.0311154706407,-1.49976792138,1.30985603226,0.0153566635403,-0.453611690987,-1.25514851611,0.00204421452772,-1.58696223646,-0.266285251273,0.0104260028721,-1.24960030697,-1.7743496788,-0.0227058290234,-0.533976864376,-0.19225281468,-0.0325754212807,-1.37753659444,-0.734697823492,-0.010245159744,0.592272389743,0.299572482341,0.00192145835519,0.640945638583,-0.23356570965,-0.00431502976601,0.258362468834,0.0210784030413,-0.0284160898334,-0.301492081135,0.162381303778,0.0273509700973,-0.13898366199,-0.508048613953,-0.0130688025467,0.151680737821
-14.434285852,-0.00394203652491,28.8755893058,-7.64258482622,-0.017635053449,14.7366398805,-5.1505927964,-0.00485595278621,-11.5753141489,-11.0015573342,-0.00476083080075,-5.55847770231,1.86610003929,-0.00834359948405,-3.76830484996,1.89395646453,-0.0430683653708,1.78143792085,4.07011895611,0.00188312297108,3.93639779237,-1.4208894376,0.00714251472357,0.556069572591,1.54760536539,0.0376761486412,-2.1231099272,-0.808786224505,0.00018904315911,-0.496543184729,-0.28084756356,-0.00516552831087,0.705729300034,-0.276584586088,0.0162532085789,-0.331742174778,0.928108761393,0.000247821566705,-0.297561253191,-0.0805832957279,0.0261298052335,0.614888267245,0.641060177413,-0.00847172958396,-0.460516980905,0.2588398285,0.0107619495509,-0.765064114267,-0.189060832804,0.00978821869703,0.327429587992,0.0567850019425,0.00270797717873,-0.187327097454,1.28333448294,-0.0129669477296,0.0389488670533,0.650901261387,-0.00985593023286,1.27541553804
-0.25456599865,-0.00533341812199,41.7374698692,-1.898183466,0.0126125302605,9.84412761917,-5.49916110756,-0.00428632201326,-5.6519584917,-12.1704978947,-0.00981928356981,-5.9026867663,1.27323072506,-0.0033803217891,-5.16858289079,3.259292481,0.0119064780783,-2.88012495699,0.316090002317,0.0177245250625,2.3339592639,-0.014700185925,-0.00134478566593,-0.349718120381,-0.923566043417,-0.0041685850508,0.771176184694,0.36909052286,-0.0103390564296,-0.00104919299425,-1.52582057765,-0.00370552404866,-0.790776249492,0.834226743834,0.000295688140487,-1.65189698286,-0.452536802448,0.00131980682779,0.547976768219,-0.591939014009,0.0272736251249,-0.606852535103,-1.0803137879,0.0130656545507,-0.557946935087,0.450054239605,0.0170811825038,0.877951338918,0.474222918684,0.0171687176082,0.377080047906,-0.594556408748,-0.0392172987055,0.628332147787,-0.985313968757,0.0100767588928,-0.410635562709,-0.291760017895,0.00766978028203,-0.965175105557
18.2150097859,0.00451551578084,58.7559616233,3.64336842677,0.0149486828009,2.88739960714,6.25065329808,0.000289569796073,0.436659503941,-11.5220070896,-0.0162361047327,5.89880616902,-2.04028559144,0.0208449919404,-3.42596171618,3.47775245166,0.0165565263309,-4.31461261788,1.29943519982,0.00119714146924,2.22798056863,0.491985560341,-0.0165939957159,0.835112264563,-1.59482165332,0.00738556120899,1.51869293957,0.00168978773609,0.00739261086582,-1.52503369019,-0.103649465924,-0.00648121154548,0.0747195988669,1.43245336587,-0.00325052771239,-1.07789739627,-0.0891919178098,0.0326887292181,1.25174688959,-0.774088120384,0.028655136505,-0.565665799805,0.650917910609,0.0178212124256,-0.493948006755,-0.664277407385,-0.00156981122189,-1.30331053172,-0.387997547087,0.00802726091263,-0.495779878719,1.03067719702,0.00441030587873,-0.763300279758,-0.0540703076999,-0.0248137958296,0.750338444272,-0.559015189782,-0.00777296366526,-0.0487452332878
14.9172432536,-0.0165078765179,54.6434904453,6.55515052326,0.00184931474701,3.80129372176,1.54191414279,-0.00710692408761,3.27307964929,-12.837166714,0.00187414096203,1.17937962457,6.35310655739,0.0415211029485,-11.7456294769,-1.41722016814,-0.0132110945966,-3.67058264044,-4.70882692785,-0.0104859933748,-4.33307014196,-0.0750510416916,-0.0179094959981,-1.0718268342,0.716845930063,-0.0383728096771,-0.548437029006,1.50638298822,0.00969535438274,1.48746368736,-0.910112630127,-0.0054511483839,-1.81547728768,0.44223751146,-0.00368405435167,0.562423629791,0.297955965869,0.0141625401942,0.629636145721,-0.901931773822,0.029017133849,-0.489763416712,1.34045280903,-0.0236519465442,-0.390993104854,-0.320812834247,-0.00984693720367,-1.22448332974,-0.325142004529,-0.00570795336714,-0.208121190314,0.528072329215,-0.00218105986415,-0.542431648816,0.801165586208,-0.0153696690637,0.288023823648,-0.776021754346,-0.0065809351652,0.776223547945
