ID,y
1,80.2152175903
2,91.5678863525
3,79.4198379517
4,78.630065918
5,111.346298218
8,91.2864227295
10,109.989227295
11,92.7924118042
12,114.091400146
14,92.4653549194
15,114.621299744
16,98.7098312378
17,94.0526733398
19,93.2747955322
20,102.112319946
21,94.1741790771
22,115.06539917
23,98.3732299805
26,98.0559692383
28,105.490036011
29,98.3732299805
33,98.3732299805
35,97.9589691162
41,95.1341247559
42,95.8389968872
43,116.317192078
45,102.513580322
46,104.031455994
51,94.1957244873
53,82.3512268066
55,114.721176147
56,92.4825744629
57,104.008712769
58,94.6662826538
59,103.389549255
63,112.864585876
64,94.7421188354
65,104.377990723
69,97.4845046997
71,96.9899749756
72,102.76914978
73,94.6424102783
76,103.405265808
77,110.089401245
78,115.739715576
82,94.8419876099
83,104.377990723
84,94.1206359863
85,102.770561218
87,112.852760315
88,95.1341247559
89,113.756690979
91,93.5483703613
93,95.4788970947
94,105.418762207
95,94.9718551636
96,112.16292572
97,94.8558044434
98,111.889411926
99,94.1159133911
101,104.008880615
103,113.756690979
104,92.9572296143
105,111.893760681
110,95.8580856323
111,114.159248352
113,112.45072937
114,93.5269088745
115,111.905303955
117,113.756690979
120,94.6278152466
121,111.8881073
122,94.5531234741
123,112.952079773
126,112.106071472
132,111.919570923
135,105.980560303
137,103.970108032
138,95.1558990479
140,92.5851669312
142,112.799575806
144,112.178245544
148,92.0705871582
149,115.309043884
155,93.0534820557
156,112.275306702
157,94.8558044434
162,112.574287415
163,96.1739807129
167,94.4930343628
172,116.317192078
179,112.668045044
180,94.8669433594
181,111.859512329
182,94.9885101318
183,113.756690979
185,113.756690979
187,112.224525452
188,94.7399520874
189,94.2663879395
191,93.4636077881
192,113.343467712
193,94.3494720459
194,113.021987915
195,94.4346694946
196,113.824676514
198,96.6463470459
199,112.027404785
201,104.266921997
204,95.9099197388
205,103.508743286
206,93.7202301025
210,94.0974731445
211,104.008880615
216,114.391723633
219,116.172355652
220,93.0279998779
221,110.474906921
226,111.859512329
227,94.2088928223
228,113.430160522
230,113.118980408
231,94.8558044434
235,118.151382446
236,93.6640853882
238,111.85811615
242,107.23109436
243,93.0076370239
244,79.0974655151
245,112.83808136
247,113.243598938
248,92.9085083008
249,95.1219100952
250,113.07824707
251,93.6640853882
253,118.151382446
254,95.5852203369
256,92.9488525391
257,92.3414611816
258,112.013542175
259,94.1237258911
262,79.6358947754
266,93.1655197144
267,114.107673645
272,104.343666077
273,113.756690979
275,95.03125
276,115.977546692
279,94.7623748779
280,104.377990723
283,94.6934204102
285,113.40247345
288,113.756690979
289,81.7148895264
290,104.283843994
291,94.6084518433
292,112.073356628
293,111.34577179
296,94.3478469849
297,112.746261597
298,116.251945496
299,94.8426361084
304,93.2870941162
305,78.5646514893
306,94.8010787964
307,111.827049255
311,110.257843018
313,111.869804382
314,93.5688400269
316,93.5658721924
324,93.902305603
327,96.7666778564
329,93.6920013428
330,112.831726074
337,105.345680237
338,95.0449752808
339,104.920318604
340,95.2333145142
343,94.1008529663
345,116.144943237
346,94.8171386719
347,114.066429138
349,113.104827881
350,95.2462310791
352,113.047363281
353,93.3949737549
354,79.8108825684
357,92.9347839355
358,111.945327759
362,111.890815735
364,117.545196533
365,103.494171143
366,95.1955795288
367,112.371589661
368,95.8353347778
370,78.7677307129
373,95.022567749
377,93.6282501221
378,111.553039551
382,103.302902222
384,113.606613159
390,95.2878112793
392,112.531318665
393,114.873123169
395,95.3502044678
