ID,y
1,77.0863113403
2,91.4272003174
3,77.7722015381
4,78.0899200439
5,110.617462158
8,90.1048736572
10,109.220230103
11,91.9974594116
12,116.257530212
14,92.7471618652
15,115.907341003
16,102.603500366
17,94.7367324829
19,93.62940979
20,102.139877319
21,107.294471741
22,116.604232788
23,99.8665847778
26,94.6652908325
28,96.9843215942
29,99.8665847778
33,99.8665847778
35,96.271194458
41,96.5492935181
42,94.5411834717
43,118.334518433
45,104.409889221
46,103.376548767
51,94.8446807861
53,79.0804595947
55,114.036972046
56,92.8779449463
57,105.633331299
58,95.5764389038
59,103.64604187
63,112.262001038
64,94.6275558472
65,104.988113403
69,93.4677200317
71,94.9956436157
72,103.446289062
73,94.0452346802
76,103.95236969
77,107.447875977
78,117.327423096
82,95.4111709595
83,104.988113403
84,95.4727783203
85,102.66494751
87,112.871734619
88,96.5492935181
89,114.647506714
91,93.7679214478
93,95.028503418
94,106.71105957
95,93.8752212524
96,111.049209595
97,93.2671890259
98,112.725540161
99,92.5362472534
101,104.013046265
103,114.647506714
104,93.8505859375
105,112.404335022
110,96.4796600342
111,112.268814087
113,112.080886841
114,93.5311050415
115,110.903488159
117,114.647506714
120,93.4194259644
121,113.255966187
122,94.7240066528
123,112.910507202
126,113.580787659
132,112.1927948
135,102.968215942
137,102.411613464
138,95.2190475464
140,92.8973922729
142,111.452583313
144,113.277549744
148,90.8213195801
149,114.237762451
155,93.3497238159
156,112.937026978
157,93.2671890259
162,114.339637756
163,94.8873901367
167,94.2205429077
172,118.334518433
179,116.274688721
180,95.6294326782
181,111.498504639
182,95.8652877808
183,114.647506714
185,114.647506714
187,112.419044495
188,94.4973907471
189,93.6152877808
191,93.0762023926
192,113.36643219
193,95.3076782227
194,112.644470215
195,93.5696334839
196,114.02684021
198,95.0029907227
199,113.186447144
201,103.562904358
204,94.5614624023
205,108.129348755
206,91.8863143921
210,93.7348556519
211,104.013046265
216,112.988624573
219,117.731239319
220,92.9830932617
221,112.422737122
226,111.498504639
227,93.7679519653
228,112.231109619
230,111.613861084
231,93.2671890259
235,117.349456787
236,91.8946380615
238,112.338623047
242,104.924377441
243,93.1034317017
244,78.1441345215
245,111.495582581
247,116.844749451
248,92.5887985229
249,94.3455429077
250,113.641914368
251,91.8946380615
253,117.349456787
254,94.0474243164
256,94.315246582
257,91.3295593262
258,114.099784851
259,92.993019104
262,78.170715332
266,92.818397522
267,113.765350342
272,102.026130676
273,114.647506714
275,95.4872436523
276,115.859115601
279,95.6244506836
280,104.988113403
283,94.7331390381
285,112.928077698
288,114.647506714
289,82.7153701782
290,104.305686951
291,94.5359115601
292,110.029983521
293,111.047225952
296,94.3314361572
297,112.557395935
298,116.862442017
299,94.5490951538
304,92.0206451416
305,73.5255279541
306,93.4730072021
307,111.402854919
311,112.067436218
313,111.430610657
314,91.1506652832
316,90.8547668457
324,93.7942428589
327,93.7105484009
329,92.5411071777
330,112.792747498
337,103.39907074
338,91.7746429443
339,102.996582031
340,94.2926559448
343,93.4393768311
345,116.132568359
346,95.6657409668
347,113.941207886
349,115.224487305
350,92.0835876465
352,111.854743958
353,91.4953384399
354,77.6957550049
357,92.3782501221
358,112.21723175
362,112.199913025
364,114.281013489
365,102.909202576
366,92.5004348755
367,112.43384552
368,94.0574798584
370,75.3865737915
373,94.9357147217
377,92.0261077881
378,110.864646912
382,103.934806824
384,111.90020752
390,94.017616272
392,112.681892395
393,110.329055786
395,94.863319397
396,104.571311951
399,76.3111877441
406,111.430610657
408,111.430610657
409,92.0617523193
410,75.9317169189
412,111.418800354
413,91.8298568726
419,94.2744598389
420,114.097946167
421,90.8939285278
430,104.178817749
434,93.5047149658
436,94.2010192871
437,92.4931182861
438,92.1126785278
439,112.231903076
440,93.1692810059
443,113.797958374
446,93.8281936646
448,92.9463577271
452,92.9672698975
453,105.129562378
457,102.378295898
458,93.5571975708
459,115.396438599
460,102.534599304
462,105.104606628
464,101.295448303
465,117.313217163
467,117.977867126
471,111.986358643
472,75.3054122925
473,92.6053619385
475,93.8681488037
480,95.4161758423
488,110.213119507
490,111.402854919
491,103.317352295
492,77.6108703613
493,92.5285797119
497,93.4240570068
498,113.340530396
499,93.9965057373
500,103.431022644
501,94.5503158569
502,112.301635742
506,79.7351760864
510,109.237854004
511,92.0472717285
512,92.5411071777
516,92.9775466919
518,92.6825790405
519,112.051460266
521,93.0072784424
522,112.176383972
526,113.396118164
529,92.460975647
532,113.027282715
533,93.1124572754
536,113.5991745
537,104.085121155
539,94.6501617432
540,103.317352295
541,94.3994064331
543,93.6659393311
546,113.564147949
547,92.7118835449
548,79.3519744873
551,91.8546142578
552,103.755218506
556,104.205673218
557,95.9812545776
558,112.43384552
559,93.8960952759
560,105.987991333
562,107.562004089
566,91.9623565674
570,113.340530396
571,92.4931182861
572,104.711036682
573,94.1222839355
575,117.313217163
576,114.95274353
577,91.5519180298
579,94.1704559326
580,113.004722595
581,112.079574585
589,111.402854919
591,102.808525085
593,93.3629302979
594,105.007469177
595,95.6996383667
598,91.0735015869
602,112.704841614
604,112.987754822
606,113.628395081
608,91.1784133911
609,103.995483398
610,94.4253463745
616,110.455886841
617,94.9967498779
618,101.950134277
620,104.716148376
622,111.590385437
623,93.1549911499
624,90.6346817017
626,112.711875916
628,113.978118896
629,94.966468811
630,111.282958984
637,93.3265075684
638,104.680877686
643,97.2469558716
645,95.4161758423
646,117.743392944
648,94.9286727905
652,92.2653961182
653,92.5403213501
654,113.340530396
656,114.208976746
657,93.9562759399
659,90.3882904053
660,104.202949524
663,92.5120239258
664,114.571327209
666,103.580314636
668,112.609054565
669,90.1458282471
671,96.5408096313
675,93.9611587524
677,91.5397872925
678,110.642715454
679,104.280578613
682,95.2110595703
685,104.052246094
687,94.0923309326
688,92.5548782349
693,109.349609375
696,95.3764343262
698,93.5677490234
701,98.1873626709
704,105.025344849
705,116.504241943
709,114.027938843
710,94.373916626
711,105.095428467
712,95.2024383545
714,111.337608337
715,93.9707870483
716,110.944717407
717,94.0690155029
720,116.18119812
721,92.9677276611
724,102.461334229
725,94.1841583252
726,113.375045776
728,111.254257202
731,94.2072296143
734,104.269317627
738,94.708770752
745,112.234375
746,92.837097168
751,77.1110839844
754,93.907951355
756,93.9524230957
758,93.5755691528
759,113.617103577
761,116.994148254
766,97.5171356201
767,114.19417572
768,93.5185241699
769,114.122955322
770,95.8202056885
771,77.7279891968
772,104.683830261
773,91.6340637207
774,112.812866211
776,112.024467468
777,94.8338546753
780,116.933601379
782,103.35269165
787,102.748420715
788,95.1864471436
792,92.6678009033
793,114.530006409
798,94.1417236328
800,92.9356079102
806,110.944717407
809,111.278106689
811,114.103805542
812,93.3878173828
814,116.601127625
816,103.75592041
817,94.6305389404
818,112.294723511
820,113.38066864
823,94.3763580322
829,93.4788131714
830,112.935165405
831,91.4831008911
834,112.085266113
839,94.0298919678
841,76.8342666626
844,103.831123352
845,94.6543045044
848,92.7037277222
850,103.559280396
851,103.035301208
852,90.2490081787
854,92.7519302368
855,92.944519043
856,103.562088013
859,101.84803772
861,112.812866211
864,94.0950393677
865,112.78175354
866,93.7717285156
867,93.4683837891
869,94.9048843384
871,92.0925140381
872,110.944717407
882,102.996688843
883,94.1727676392
885,94.3576583862
888,95.5965576172
893,111.089408875
901,110.039703369
903,103.35269165
904,94.2416229248
905,103.962638855
910,94.7142944336
911,111.244506836
914,112.077209473
918,111.599220276
921,91.4381713867
928,93.9055862427
929,103.693244934
932,89.1518096924
933,110.586112976
934,94.7142944336
