ID,y
1,77.1614456177
2,89.6254959106
3,81.7319335938
4,76.63646698
5,105.709587097
8,90.9999160767
10,106.105636597
11,93.30418396
12,106.010559082
14,92.0029144287
15,109.893096924
16,98.6726989746
17,96.3313827515
19,94.1253585815
20,98.3915557861
21,97.9636764526
22,114.704940796
23,98.3990402222
26,87.4527435303
28,110.01499176
29,98.3990402222
33,98.3990402222
35,94.0434951782
41,94.3358001709
42,93.2859039307
43,115.615737915
45,115.948791504
46,98.6317977905
51,95.3142166138
53,84.738067627
55,128.215713501
56,90.4608078003
57,106.234184265
58,99.5446243286
59,112.495780945
63,117.238174438
64,98.3832092285
65,103.654800415
69,87.4438018799
71,104.701774597
72,108.752494812
73,95.267616272
76,111.095100403
77,112.552566528
78,110.071228027
82,93.6550369263
83,103.654800415
84,113.868812561
85,97.4504699707
87,112.688735962
88,94.3358001709
89,115.876853943
91,90.8197555542
93,112.237197876
94,120.811309814
95,97.7587814331
96,92.7980499268
97,102.482025146
98,115.796607971
99,91.7899093628
101,103.851638794
103,115.876853943
104,90.5601577759
105,109.783798218
110,93.6396026611
111,115.269859314
113,111.444709778
114,93.8432617188
115,108.499404907
117,115.876853943
120,90.3768768311
121,112.470535278
122,100.534164429
123,110.872970581
126,126.795349121
132,119.202690125
135,104.593521118
137,105.789070129
138,91.5001220703
140,93.947227478
142,108.04045105
144,107.064865112
148,90.6293029785
149,118.949867249
155,92.7722396851
156,112.096824646
157,102.482025146
162,109.676513672
163,93.8419189453
167,97.2251739502
172,115.615737915
179,113.655853271
180,95.0703430176
181,110.562721252
182,94.5037078857
183,115.876853943
185,115.876853943
187,116.934906006
188,93.6108779907
189,97.6304931641
191,97.1690597534
192,109.327926636
193,91.1202163696
194,115.530471802
195,95.1842193604
196,115.923461914
198,101.258613586
199,121.573059082
201,103.653938293
204,94.3078308105
205,108.158058167
206,94.8339920044
210,89.697479248
211,103.851638794
216,110.608535767
219,119.300735474
220,97.5228347778
221,109.962615967
226,110.562721252
227,88.4075775146
228,111.834121704
230,106.222015381
231,102.482025146
235,117.412559509
236,92.5234832764
238,109.000305176
242,108.007743835
243,90.8324050903
244,87.4362335205
245,109.981964111
247,111.372306824
248,97.1590499878
249,93.9966888428
250,110.494987488
251,92.5234832764
253,117.412559509
254,102.040870667
256,92.1837997437
257,86.1231536865
258,116.011810303
259,92.3536758423
262,127.732772827
266,91.7604980469
267,111.622375488
272,97.2423553467
273,115.876853943
275,99.9709625244
276,131.623214722
279,96.0438308716
280,103.654800415
283,92.059715271
285,108.769134521
288,115.876853943
289,91.0996780396
290,103.525680542
291,95.7839279175
292,105.787025452
293,112.759315491
296,103.583648682
297,114.19241333
298,106.882858276
299,94.0495758057
304,90.5124282837
305,74.9198913574
306,97.4543151855
307,110.553901672
311,108.198791504
313,111.209365845
314,90.630027771
316,91.1590805054
324,96.138092041
327,91.5742263794
329,92.3556518555
330,126.940467834
337,102.334831238
338,91.5090408325
339,114.499984741
340,99.2260742188
343,95.3304595947
345,116.301147461
346,126.17805481
347,111.14604187
349,121.14981842
350,98.3864440918
352,101.173454285
353,92.4736633301
354,74.2429046631
357,93.2679290771
358,109.106292725
362,111.794166565
364,110.074645996
365,110.90637207
366,91.4166412354
367,113.093070984
368,105.659835815
370,94.9817352295
373,94.5199813843
377,98.9668273926
378,115.916946411
382,111.618927002
384,111.786277771
390,102.975074768
392,116.495796204
393,97.7374267578
395,100.277816772
396,106.326530457
399,77.7178421021
406,111.209365845
408,111.209365845
409,92.2815093994
410,73.2972717285
412,104.069107056
413,91.1821212769
419,100.825492859
420,115.244049072
421,102.262329102
430,96.6112670898
434,93.6790008545
436,96.9306716919
437,94.4621276855
438,91.008972168
439,111.24597168
440,104.648040771
443,117.801696777
446,96.3835372925
448,113.318862915
452,93.7627410889
453,97.0046386719
457,103.288894653
458,102.434570312
459,117.184791565
460,94.5385131836
462,114.977775574
464,103.865463257
465,119.607940674
467,115.319717407
471,104.3671875
472,73.1590194702
473,104.176200867
475,92.6486282349
480,96.671295166
488,109.939559937
490,110.553901672
491,110.519256592
492,76.0623016357
493,96.9971923828
497,91.1190338135
498,121.538726807
499,107.78237915
500,107.517974854
501,110.166221619
502,111.555725098
506,75.9471893311
510,116.665977478
511,95.3010482788
512,91.6638259888
516,101.785568237
518,91.9595565796
519,119.051231384
521,95.7046279907
522,96.5822601318
526,116.735870361
529,94.7342987061
532,112.803092957
533,101.310058594
536,120.58416748
537,88.4527206421
539,91.4684448242
540,103.316619873
541,106.278610229
543,93.6046905518
546,103.517150879
