ID,y
1,78.7508850098
2,91.5511550903
3,78.695854187
4,78.2685470581
5,110.383834839
8,92.0171813965
10,110.371231079
11,92.5347061157
12,113.225898743
14,94.9835205078
15,113.214179993
16,100.435577393
17,93.0165939331
19,93.7205734253
20,102.433158875
21,93.0937042236
22,113.043327332
23,95.6198196411
26,96.0997695923
28,95.2760391235
29,95.6198196411
33,95.6198196411
35,95.634437561
41,94.2596511841
42,94.138885498
43,115.840515137
45,102.53137207
46,104.316711426
51,94.2644882202
53,80.3437805176
55,115.007781982
56,94.5366592407
57,103.996925354
58,94.7909851074
59,102.893943787
63,111.730155945
64,95.0760192871
65,104.934051514
69,94.4522628784
71,95.2549438477
72,102.773971558
73,94.6205062866
76,102.893943787
77,105.321899414
78,115.312255859
82,94.6361465454
83,104.934051514
84,94.5283813477
85,103.398826599
87,112.626594543
88,94.2596511841
89,113.154014587
91,92.8151473999
93,95.076133728
94,105.390197754
95,95.1923446655
96,112.647735596
97,93.4797058105
98,112.349838257
99,94.5891494751
101,104.307830811
103,113.154014587
104,94.1744537354
105,111.646690369
110,95.0707931519
111,112.526489258
113,112.502670288
114,93.0868988037
115,112.247848511
117,113.154014587
120,94.8410797119
121,112.736000061
122,94.4322891235
123,112.34790802
126,113.204360962
132,112.421730042
135,105.453514099
137,103.889091492
138,95.0075836182
140,94.5366592407
142,112.2995224
144,112.970741272
148,92.3860778809
149,112.934654236
155,92.7564163208
156,112.536689758
157,93.4797058105
162,112.326759338
163,95.5251846313
167,94.798248291
172,115.840515137
179,112.490699768
180,94.4479293823
181,111.716804504
182,94.5440216064
183,113.154014587
185,113.154014587
187,112.58782959
188,94.6205062866
189,93.8228302002
191,94.268989563
192,113.232246399
193,94.8459091187
194,112.148162842
195,94.3198471069
196,112.288459778
198,95.4744186401
199,112.878585815
201,104.881072998
204,94.6871490479
205,114.422157288
206,94.5310897827
210,94.5283813477
211,104.307830811
216,113.032402039
219,116.534225464
220,93.4467926025
221,111.582038879
226,111.716804504
227,94.8263931274
228,112.716163635
230,112.324882507
231,93.4797058105
235,116.091796875
236,94.3080062866
238,112.332237244
242,104.960914612
243,92.9188995361
244,79.5990371704
245,112.949028015
247,112.481567383
248,94.5508956909
249,95.9767532349
250,112.717254639
251,94.3080062866
253,116.091796875
254,96.1394500732
256,92.4958496094
257,92.354095459
258,112.319221497
259,94.5891494751
262,80.1934051514
266,93.038230896
267,112.864326477
272,104.295692444
273,113.154014587
275,94.257598877
276,115.070091248
279,94.695022583
280,104.934051514
283,94.5113601685
285,113.007247925
288,113.154014587
289,87.2551040649
290,104.75643158
291,95.4870452881
292,112.971931458
293,114.472122192
296,93.1300735474
297,112.448165894
298,115.522659302
299,94.6361465454
304,93.3918228149
305,79.8719482422
306,96.5480499268
307,111.562728882
311,109.357719421
313,111.756149292
314,94.4193496704
316,94.8374252319
324,94.2523651123
327,99.0189056396
329,93.6374893188
330,112.397911072
337,104.123725891
338,94.5219802856
339,104.726776123
340,95.272895813
343,94.8918457031
345,115.937019348
346,94.5567626953
347,112.86328125
349,112.401351929
350,94.6089553833
352,112.870803833
353,93.1418609619
354,79.1812515259
357,92.5994873047
358,112.597885132
362,112.495788574
364,116.127914429
365,103.70565033
366,94.4699554443
367,112.001213074
